CNTY_NAME,MCD_NAME,CTV,ASM,SEN,CON,STR_WARDS,PERSONS18,WHITE18,BLACK18,HISPANIC18,ASIAN18,AMINDIAN18,PISLAND18,OTHER18,OTHERMLT18,PRETOT16
Milwaukee,Milwaukee,C,17,6,4,0075,955.0,455.0,417.0,17.0,38.0,10.0,3.0,6.0,9.0,646.0
Milwaukee,Milwaukee,C,17,6,4,0076,1000.0,247.0,654.0,25.0,58.0,9.0,0.0,4.0,3.0,649.0
Milwaukee,Milwaukee,C,17,6,4,0077,1000.0,345.0,531.0,30.0,86.0,5.0,0.0,0.0,3.0,615.0
Milwaukee,Milwaukee,C,12,4,4,0078,1619.0,500.0,977.0,51.0,62.0,12.0,1.0,0.0,16.0,1025.0
Milwaukee,Milwaukee,C,12,4,4,0079,1589.0,643.0,820.0,60.0,39.0,17.0,0.0,2.0,8.0,1051.0
Milwaukee,Milwaukee,C,12,4,4,0080,2366.0,1491.0,697.0,51.0,86.0,20.0,2.0,3.0,16.0,1449.0
Milwaukee,Milwaukee,C,12,4,4,0081,797.0,660.0,87.0,26.0,17.0,7.0,0.0,0.0,0.0,530.0
Milwaukee,Milwaukee,C,14,5,4,0082,1009.0,908.0,50.0,26.0,19.0,6.0,0.0,0.0,0.0,760.0
Milwaukee,Milwaukee,C,17,6,4,0083,1295.0,1074.0,112.0,61.0,36.0,7.0,1.0,1.0,3.0,932.0
Milwaukee,Milwaukee,C,17,6,4,0084,924.0,784.0,78.0,37.0,19.0,3.0,0.0,1.0,2.0,669.0
Milwaukee,Milwaukee,C,14,5,4,0085,1215.0,1059.0,73.0,37.0,26.0,11.0,4.0,0.0,5.0,947.0
Milwaukee,Milwaukee,C,14,5,4,0086,1110.0,961.0,87.0,17.0,33.0,7.0,1.0,2.0,2.0,920.0
Milwaukee,Milwaukee,C,14,5,4,0087,747.0,593.0,117.0,12.0,13.0,4.0,0.0,3.0,5.0,580.0
